Timestamp,Source Device,Object Name,DSCP,Round Trip Min Delay,Round Trip Max Delay,Round Trip Avg Delay,Round Trip Jitter,Round Trip Loss
2019-01-19 11:25:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,AF31,2.554655075073242,8.653879165649414,3.7988901138305664,1.0282501245772782,0.0
2019-01-19 11:25:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,CS7,2.4938583374023438,7.248640060424805,4.1561126708984375,1.0085082757533528,0.0
2019-01-19 11:25:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,EF,2.7811527252197266,5.941152572631836,4.373478889465332,0.9671553371744547,0.0
2019-01-19 11:30:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,AF31,2.599954605102539,32.7761173248291,5.219924449920654,4.11655211873936,0.0
2019-01-19 11:30:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,EF,2.494335174560547,5.851268768310547,3.477466106414795,0.5995302763800593,0.0
2019-01-19 11:30:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,CS7,2.425670623779297,39.99471664428711,5.209231376647949,3.995557657839541,0.0
2019-01-19 11:35:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,AF31,2.5565624237060547,39.98517990112305,7.452845573425293,5.097920223094281,0.0
2019-01-19 11:35:04 UTC,D-Hub-2,D-Hub-2:D-Hub-1,CS7,2.469778060913086,11.134147644042969,4.520249366760254,1.8336878498035678,0.0
2019-01-19 11:35:04 UTC,D-Hub-2,D-Hub-2:D-Hub-1,EF,5.469083786010742,27.24003791809082,10.07678508758545,9.268372223157574,0.0
2019-01-19 11:40:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,EF,2.596616744995117,5.743980407714844,3.6518216133117676,0.7999616211918631,0.0
2019-01-19 11:40:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,CS7,2.568960189819336,15.46931266784668,5.542600154876709,5.285708894062717,0.0
2019-01-19 11:40:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,AF31,3.5333633422851562,42.825937271118164,8.354318141937256,6.069384064400022,0.0
2019-01-19 11:45:04 UTC,D-Hub-2,D-Hub-2:D-Hub-1,CS7,2.5169849395751953,28.184175491333008,4.988837242126465,2.6170973926850185,0.0
2019-01-19 11:45:04 UTC,D-Hub-2,D-Hub-2:D-Hub-1,EF,2.464771270751953,76.55072212219238,8.019876480102539,6.8694085281784885,0.0
2019-01-19 11:45:04 UTC,D-Hub-2,D-Hub-2:D-Hub-1,AF31,2.7382373809814453,62.015533447265625,9.499073028564453,6.256732363156888,0.0
2019-01-19 11:50:04 UTC,D-Hub-2,D-Hub-2:D-Hub-1,AF31,2.622842788696289,41.464805603027344,6.65431022644043,5.014129951736309,0.0
2019-01-19 11:50:04 UTC,D-Hub-2,D-Hub-2:D-Hub-1,CS7,5.591630935668945,56.48207664489746,11.579334735870361,10.272787762003226,0.0
2019-01-19 11:50:04 UTC,D-Hub-2,D-Hub-2:D-Hub-1,EF,2.5446414947509766,63.575029373168945,10.079550743103027,11.525484579217997,0.0
2019-01-19 11:55:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,EF,2.524137496948242,5.218744277954102,3.712165355682373,0.9045225219389159,0.0
2019-01-19 11:55:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,AF31,2.574443817138672,7.270097732543945,3.898489475250244,1.9224668223875916,0.0
2019-01-19 11:55:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,CS7,2.673625946044922,19.377470016479492,6.8811774253845215,4.945453294913476,0.0
2019-01-19 12:00:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,AF31,2.476215362548828,4.696846008300781,3.220367431640625,0.5334319233081677,0.0
2019-01-19 12:00:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,CS7,2.4733543395996094,7.76219367980957,4.0283918380737305,1.5747857143552366,0.0
2019-01-19 12:00:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,EF,2.5243759155273438,5.713462829589844,3.4561514854431152,0.667493548109152,0.0
2019-01-19 12:02:48 UTC,D-Hub-2,D-Hub-2:D-Hub-1,CS7,2.5670528411865234,15.228271484375,4.475831985473633,1.9086402018284756,0.0
2019-01-19 12:02:48 UTC,D-Hub-2,D-Hub-2:D-Hub-1,EF,3.8862228393554688,23.761272430419922,7.315206527709961,5.681272729001616,0.0
2019-01-19 12:02:48 UTC,D-Hub-2,D-Hub-2:D-Hub-1,AF31,2.549409866333008,37.47200965881348,5.470418930053711,4.096485902615318,0.0
2019-01-19 12:05:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,CS7,2.5866031646728516,38.56945037841797,6.052267551422119,5.053991650398571,0.0
2019-01-19 12:05:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,AF31,4.225015640258789,39.92486000061035,9.025740623474121,6.952206410250859,0.0
2019-01-19 12:05:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,EF,6.443023681640625,46.92363739013672,32.55356550216675,13.00716527331371,0.0
2019-01-19 12:10:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,AF31,2.5506019592285156,36.37528419494629,5.421888828277588,4.027980975069562,0.0
2019-01-19 12:10:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,EF,2.4530887603759766,58.82906913757324,5.994546413421631,5.031847357571762,0.0
2019-01-19 12:10:03 UTC,D-Hub-2,D-Hub-2:D-Hub-1,CS7,2.5246143341064453,48.279523849487305,5.7343244552612305,3.7818572942239936,0.0
